CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,BOS_2012,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
17551588,11/14/2023 01:03:18 PM,11/14/2023 01:03:36 PM,11/14/2023 01:03:36 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2380 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",SAN BRUNO AVE,9,Portola,BAYVIEW,37.732406744486,-122.405878081342,"(37.73240674, -122.40587808)",Mobile/Open311,,9,91,2,2,25,7,10,3,309,3,28,28,,91,,2,,,,,,,2,,,,,91
17551585,11/14/2023 01:03:00 PM,11/18/2023 10:02:00 AM,11/18/2023 10:02:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1342 BROADWAY, SAN FRANCISCO, CA, 94109",BROADWAY,3,Russian Hill,CENTRAL,37.796383263757,-122.419209592044,"(37.79638326, -122.41920959)",Mobile/Open311,,3,107,6,3,32,10,5,1,28858,1,32,32,,107,,3,,,,,,,1,,,,,107
17551584,11/14/2023 01:02:00 PM,11/14/2023 04:04:23 PM,11/14/2023 04:04:23 PM,Closed,Removed - Case Resolved - Task completed,SoMa West CBD Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"265 HARRIET ST, SAN FRANCISCO, CA, 94103",HARRIET ST,6,South of Market,SOUTHERN,37.775886011501,-122.403465949622,"(37.77588601, -122.40346595)",Mobile/Open311,,6,32,1,10,34,9,14,2,28853,2,34,34,,32,,10,,,,,,,2,,,,,32
17551583,11/14/2023 01:02:00 PM,11/14/2023 03:03:10 PM,11/14/2023 03:03:10 PM,Closed,Unable to Locate,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"4400 MISSION ST, SAN FRANCISCO, CA, 94112",MISSION ST,11,Mission Terrace,INGLESIDE,37.7271332,-122.4333545,"(37.7271332, -122.4333545)",Web,http://mobile311.sfgov.org/reports/17551583/photos,11,94,9,1,28,6,9,4,28861,7,25,25,,94,,1,,3,,4,,,1,,,,,94
17551582,11/14/2023 01:02:28 PM,11/15/2023 11:17:55 AM,11/15/2023 11:17:55 AM,Closed,Case Resolved,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of 22ND AVE and CALIFORNIA ST,22ND AVE,1,Outer Richmond,RICHMOND,37.783909079593,-122.481794493843,"(37.78390908, -122.48179449)",Mobile/Open311,http://mobile311.sfgov.org/reports/17551582/photos,1,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,2,,,,,8
17551579,11/14/2023 01:02:00 PM,11/14/2023 01:12:50 PM,11/14/2023 01:12:50 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"179 STEVENSON ST, SAN FRANCISCO, CA, 94105",STEVENSON ST,6,South of Market,CENTRAL,37.787243967558,-122.402875649489,"(37.78724397, -122.40287565)",Mobile/Open311,,6,32,6,10,8,9,12,2,28855,2,6,6,,32,,10,,,,,4,,1,,,,,32
17551575,11/14/2023 01:01:43 PM,11/14/2023 01:03:41 PM,11/14/2023 01:03:41 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"15 EXCELSIOR AVE, SAN FRANCISCO, CA, 94112",EXCELSIOR AVE,11,Excelsior,INGLESIDE,37.726314195531,-122.433500317963,"(37.7263142, -122.43350032)",Mobile/Open311,,11,90,9,1,7,6,9,4,28861,7,5,5,,90,,1,,,,4,,,2,,,,,90
17551573,11/14/2023 01:01:00 PM,11/14/2023 07:38:00 PM,11/14/2023 07:38:00 PM,Closed,Case Resolved - Collected and disposed of on 11/14/2023,DPH - Environmental Health - HazWaste Queue,Street and Sidewalk Cleaning,Medical Waste,Needles,"991 HARRISON ST, SAN FRANCISCO, CA, 94107",HARRISON ST,6,South of Market,SOUTHERN,0,0,"(0.0, 0.0)",Phone,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551567,11/14/2023 01:00:00 PM,11/18/2023 09:35:00 AM,11/18/2023 09:35:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1390 BROADWAY, SAN FRANCISCO, CA, 94109",BROADWAY,3,Russian Hill,CENTRAL,37.796242054289,-122.419886514544,"(37.79624205, -122.41988651)",Mobile/Open311,,3,107,6,3,32,10,5,1,28858,1,32,32,,107,,3,,,,,,,1,,,,,107
17551566,11/14/2023 01:00:00 PM,11/20/2023 12:00:00 AM,11/20/2023 12:00:00 AM,Closed,"Case Resolved - No contact info from constittuent for further information. Will alert driver. Sweepers cant sweep items over 12"" such as sticks ,large bags or cardboard. Sweepers prefer a steady continuous load rather than piles. Trees can interfere with sweeper access. The sweepers mirrors can be damaged by tree limbs so drivers are instructed not to damage vehicle.",DPW Ops Queue,Street and Sidewalk Cleaning,Missed_Route_Mechanical_Sweeping,Missed_Route_Mechanical_Sweeping,"400 HILL ST, SAN FRANCISCO, CA, 94114",HILL ST,8,Dolores Heights,MISSION,0,0,"(0.0, 0.0)",Phone,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551560,11/14/2023 12:59:04 PM,11/14/2023 12:59:51 PM,11/14/2023 12:59:51 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2101 SACRAMENTO ST, SAN FRANCISCO, CA, 94109",SACRAMENTO ST,2,Pacific Heights,NORTHERN,37.790569725708,-122.427632818116,"(37.79056973, -122.42763282)",Mobile/Open311,,2,102,4,6,30,1,13,6,28858,9,27,27,,102,,6,,,,,,,1,,,,,102
17551559,11/14/2023 12:58:00 PM,11/15/2023 09:00:00 AM,11/15/2023 09:00:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"27 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",SAN JOSE AVE,9,Mission,MISSION,37.755000911765,-122.42139463947,"(37.75500091, -122.42139464)",Mobile/Open311,,8,53,3,5,20,5,2,7,28859,4,19,19,,53,,5,,,,,,,1,,,,,53
17551558,11/14/2023 12:58:21 PM,11/14/2023 12:59:45 PM,11/14/2023 12:59:45 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2401 46TH AVE, SAN FRANCISCO, CA, 94116",46TH AVE,4,Outer Sunset,TARAVAL,37.741547718676,-122.504534991557,"(37.74154772, -122.50453499)",Mobile/Open311,,4,39,10,7,35,3,1,5,29491,8,35,35,,39,,7,,,,,,,1,,,,,39
17551556,11/14/2023 12:57:00 PM,11/14/2023 01:00:00 PM,11/14/2023 01:00:00 PM,Closed,Case is a Duplicate,PUC - Water - G,Sewer Issues,Water_leak,Water_main,Intersection of CAMPBELL AVE and RUTLAND ST,CAMPBELL AVE,10,Visitacion Valley,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551555,11/14/2023 12:57:00 PM,11/21/2023 09:01:18 AM,11/21/2023 09:01:18 AM,Closed,Abandoned Vehicles - Vehicle Complied w/Law,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,"2306 GREAT HWY, SAN FRANCISCO, CA, 94116",GREAT HWY,4,Outer Sunset,TARAVAL,37.742984615757,-122.507777258682,"(37.74298462, -122.50777726)",Mobile/Open311,,4,39,10,7,35,3,1,5,,8,35,35,,39,,7,,,,,,,1,,,,,39
17551554,11/14/2023 12:57:22 PM,12/14/2023 11:00:17 PM,12/14/2023 11:00:17 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"569 CLAYTON ST, SAN FRANCISCO, CA, 94117",CLAYTON ST,5,Haight Ashbury,PARK,37.770082620536,-122.448798828122,"(37.77008262, -122.44879883)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551553,11/14/2023 12:56:00 PM,11/15/2023 01:53:00 PM,11/15/2023 01:53:00 PM,Closed,Case Resolved - 1098 insufficient information needs to be sent to hazmat crew,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"150 TOPEKA AVE, SAN FRANCISCO, CA, 94124",TOPEKA AVE,10,Silver Terrace,BAYVIEW,37.733529261812,-122.398360446095,"(37.73352926, -122.39836045)",Mobile/Open311,,10,87,2,9,1,8,10,3,58,3,1,1,,87,,9,,,,,,,2,,,,,87
17551549,11/14/2023 12:56:30 PM,,11/14/2023 12:57:12 PM,Open,open,SF311 AI Routing Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Not_Offensive,"600 CLAYTON ST, SAN FRANCISCO, CA, 94117",CLAYTON ST,5,Haight Ashbury,PARK,37.769833259726,-122.44842287153,"(37.76983326, -122.44842287)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551539,11/14/2023 12:54:00 PM,11/21/2023 09:01:25 AM,11/21/2023 09:01:25 AM,Closed,Abandoned Vehicles - Vehicle Complied w/Law,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"2077 14TH AVE, SAN FRANCISCO, CA, 94116 (Virtual)",14TH AVE,7,Golden Gate Heights,TARAVAL,37.7493259,-122.4709829,"(37.7493259, -122.4709829)",Web,http://mobile311.sfgov.org/reports/17551539/photos,7,44,10,8,14,4,1,5,29491,8,12,12,,44,,8,,,,,,,1,,,,,44
17551537,11/14/2023 12:53:08 PM,11/14/2023 12:53:27 PM,11/14/2023 12:53:27 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2501 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.756868774778,-122.418819915598,"(37.75686877, -122.41881992)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17551536,11/14/2023 12:52:00 PM,11/15/2023 10:27:45 AM,11/15/2023 10:27:45 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,Intersection of STANYAN ST and WALLER ST,STANYAN ST,5,Golden Gate Park,PARK,37.768275,-122.453316666667,"(37.768275, -122.45331667)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551535,11/14/2023 12:52:45 PM,11/15/2023 12:36:00 PM,11/15/2023 12:36:00 PM,Closed,Comment Noted - Recology will service after 6am.,Recology_Noise,Noise Report,garbage_recycling_collection,Noise Report - garbage_recycling_collection,"650 LAKE ST, SAN FRANCISCO, CA, 94118",LAKE ST,1,Presidio Terrace,RICHMOND,37.786734826223,-122.466725134918,"(37.78673483, -122.46672513)",Web,,2,4,8,6,11,1,11,9,54,6,11,11,,4,,6,,,,,,,1,,,,,4
17551534,11/14/2023 12:52:00 PM,,11/14/2023 01:16:31 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"1700 WALLER ST, SAN FRANCISCO, CA, 94117",WALLER ST,5,Haight Ashbury,PARK,37.768566048648,-122.451866457663,"(37.76856605, -122.45186646)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551533,11/14/2023 12:51:00 PM,12/05/2023 10:54:10 AM,12/05/2023 10:54:10 AM,Closed,"Case Resolved - Complaint noted, Vendors are being addressed by interagency task force. - Complaint noted, Vendors are being addressed by interagency task force.",DPW BSM Queue,General Request - PUBLIC WORKS,complaint,bsm - complaint,Intersection of 24TH ST and SOUTH VAN NESS AVE,24TH ST,9,Mission,MISSION,0,0,"(0.0, 0.0)",Phone,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551530,11/14/2023 12:51:00 PM,,11/14/2023 01:16:29 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"1420 WALLER ST, SAN FRANCISCO, CA, 94117",WALLER ST,5,Haight Ashbury,PARK,37.769156610473,-122.447111450725,"(37.76915661, -122.44711145)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551525,11/14/2023 12:49:55 PM,11/16/2023 07:34:00 AM,11/16/2023 07:34:00 AM,Closed,Case Resolved,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of WALLER ST and ASHBURY ST,WALLER ST,5,Haight Ashbury,PARK,37.769098932511,-122.446775891556,"(37.76909893, -122.44677589)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17551524,11/14/2023 12:49:00 PM,11/29/2023 07:36:00 AM,11/29/2023 07:36:00 AM,Closed,Case Resolved - Brush up and there's dog watse for steamer,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"85 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,6,South of Market,TENDERLOIN,37.775546518425,-122.416217252612,"(37.77554652, -122.41621725)",Mobile/Open311,,6,32,5,10,34,9,8,2,28853,2,34,34,,32,1,10,,,1,,7,1,2,1,1,,,32
17551523,11/14/2023 12:49:00 PM,11/19/2023 01:51:19 AM,11/19/2023 01:51:19 AM,Closed,Case Resolved - Field Work has been completed. Memo:STATUSDATE per Mobile. DBAdd@11/19/2023 01:51:20AM,PUC Sewer Ops,Catch Basin Maintenance,Maintenance,Maintenance,"260 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,6,South of Market,SOUTHERN,37.778785939368,-122.404213302057,"(37.77878594, -122.4042133)",Mobile/Open311,,6,32,1,10,34,9,14,2,28856,2,34,34,,32,,10,,,,,,,2,,,,,32
17551521,11/14/2023 12:49:00 PM,11/15/2023 05:09:14 AM,11/15/2023 05:09:14 AM,Closed,Case Resolved - Loose debri —- send to DPW sweep crew—- Loose Debri— not contained,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"414 GOUGH ST, SAN FRANCISCO, CA, 94102",GOUGH ST,5,Civic Center,NORTHERN,0,0,"(0.0, 0.0)",Phone,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551520,11/14/2023 12:48:33 PM,11/21/2023 11:09:15 AM,11/21/2023 11:09:15 AM,Closed,Case Resolved,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of PIEDMONT ST and ASHBURY ST,PIEDMONT ST,8,Buena Vista,PARK,37.765246666667,-122.445961666667,"(37.76524667, -122.44596167)",Mobile/Open311,,8,112,7,5,3,5,15,8,29492,5,9,9,,112,,5,,,,,,,1,,,,,112
17551517,11/14/2023 12:47:52 PM,11/14/2023 12:48:19 PM,11/14/2023 12:48:19 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"3010 FULTON ST, SAN FRANCISCO, CA, 94118",FULTON ST,1,Inner Richmond,RICHMOND,37.773725325277,-122.463982617597,"(37.77372533, -122.46398262)",Mobile/Open311,,1,5,8,4,11,2,11,9,54,6,11,11,6,5,,4,7,,,7,,,1,,,,,5
17551516,11/14/2023 12:47:00 PM,11/17/2023 11:08:00 AM,11/17/2023 11:08:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2235 17TH ST, SAN FRANCISCO, CA, 94103",17TH ST,10,Potrero Hill,MISSION,37.764547509486,-122.406157277617,"(37.76454751, -122.40615728)",Mobile/Open311,,10,54,3,9,20,8,8,7,28859,4,19,19,,54,,9,,,2,,15,,2,,2,,,54
17551515,11/14/2023 12:47:19 PM,11/14/2023 12:48:30 PM,11/14/2023 12:48:30 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"10 HOWARD ST, SAN FRANCISCO, CA, 94105",HOWARD ST,6,Financial District,SOUTHERN,37.792442747874,-122.391408747177,"(37.79244275, -122.39140875)",Mobile/Open311,,6,108,1,10,8,9,12,2,28855,2,6,6,,108,,10,,,4,,,,1,,4,,,108
17551512,11/14/2023 12:46:00 PM,11/15/2023 08:41:00 AM,11/15/2023 08:41:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Liquids - Oil/Paint/Other,"2205 MCKINNON AVE, SAN FRANCISCO, CA, 94124 (Virtual)",MCKINNON AVE,10,Produce Market,BAYVIEW,37.742233333333,-122.40068,"(37.74223333, -122.40068)",Mobile/Open311,,10,85,2,9,1,8,10,3,58,3,1,1,,85,,9,,,,,,,1,,,,,85
17551509,11/14/2023 12:46:00 PM,11/15/2023 12:33:42 PM,11/15/2023 12:33:42 PM,Closed,Case Resolved - mail box painted,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,Intersection of COLE ST and HAYES ST,COLE ST,5,Panhandle,PARK,37.773327958785,-122.450994366747,"(37.77332796, -122.45099437)",Mobile/Open311,,5,24,7,11,18,11,15,8,29492,5,16,16,,24,,11,,,,,,,1,,,,,24
17551507,11/14/2023 12:45:00 PM,11/21/2023 06:29:00 AM,11/21/2023 06:29:00 AM,Closed,Case is a Duplicate,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,Abandoned Vehicle,"2107 REVERE AVE, SAN FRANCISCO, CA, 94124 (Virtual)",REVERE AVE,10,Silver Terrace,BAYVIEW,37.737036387676,-122.399732732653,"(37.73703639, -122.39973273)",Mobile/Open311,,10,87,2,9,1,8,10,3,58,3,1,1,,87,,9,,,,,,,2,,,,,87
17551505,11/14/2023 12:45:00 PM,11/18/2023 09:35:00 AM,11/18/2023 09:35:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of BRUNSWICK ST and OLIVER ST,BRUNSWICK ST,11,Crocker Amazon,INGLESIDE,37.708344665573,-122.449906696312,"(37.70834467, -122.4499067)",Mobile/Open311,,11,58,9,1,7,6,9,4,28861,7,5,5,,58,,1,,,,,,,2,,,,,58
17551504,11/14/2023 12:45:00 PM,,11/19/2023 06:25:06 AM,Open,accepted,DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"265 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,6,South of Market,SOUTHERN,37.778676934575,-122.40421386447,"(37.77867693, -122.40421386)",Mobile/Open311,,6,32,1,10,34,9,14,2,28856,2,34,34,,32,,10,,,,,,,2,,,,,32
17551503,11/14/2023 12:45:00 PM,11/15/2023 12:10:55 PM,11/15/2023 12:10:55 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,Intersection of COLE ST and FELL ST,COLE ST,5,Panhandle,PARK,37.772388950907,-122.450804271293,"(37.77238895, -122.45080427)",Mobile/Open311,,5,24,7,11,18,11,15,8,29492,5,16,16,,24,,11,,,,,,,1,,,,,24
17551500,11/14/2023 12:44:00 PM,11/20/2023 01:14:40 PM,11/20/2023 01:14:40 PM,Closed,Abandoned Vehicles - Gone on Arrival - Goa on 11/20/23@ 1314 by #85,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicles,DPT Abandoned Vehicles Low,"368 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",ARGUELLO BLVD,2,Laurel Heights / Jordan Park,RICHMOND,37.7844729,-122.4587324,"(37.7844729, -122.4587324)",Web,http://mobile311.sfgov.org/reports/17551500/photos,2,11,8,6,31,1,11,9,54,6,31,31,,11,,6,,,,,,,1,,,,,11
17551499,11/14/2023 12:44:49 PM,11/16/2023 10:25:00 AM,11/16/2023 10:25:00 AM,Closed,Case Resolved,DPW Ops Queue,Illegal Postings,Illegal Postings - Affixed_Improperly,Affixed Improperly,Intersection of COLE ST and FELL ST,COLE ST,5,Panhandle,PARK,37.772396666667,-122.450836666667,"(37.77239667, -122.45083667)",Mobile/Open311,,5,24,7,11,18,11,15,8,29492,5,16,16,,24,,11,,,,,,,1,,,,,24
17551498,11/14/2023 12:44:00 PM,11/19/2023 10:35:00 AM,11/19/2023 10:35:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"441 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,8,Castro,MISSION,37.761850224843,-122.435020524789,"(37.76185022, -122.43502052)",Mobile/Open311,,8,38,3,5,5,5,15,7,28862,4,3,3,1,38,,5,1,,5,1,9,,1,,5,,,38
17551496,11/14/2023 12:44:00 PM,11/15/2023 08:48:00 AM,11/15/2023 08:48:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Liquids - Oil/Paint/Other,"800 TOLAND ST, SAN FRANCISCO, CA, 94124 (Virtual)",TOLAND ST,10,Produce Market,BAYVIEW,37.742169038837,-122.40057066304,"(37.74216904, -122.40057066)",Mobile/Open311,,10,85,2,9,1,8,10,3,58,3,1,1,,85,,9,,,,,,,1,,,,,85
17551492,11/14/2023 12:43:49 PM,11/14/2023 12:48:53 PM,11/14/2023 12:48:53 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1490 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,3,Polk Gulch,NORTHERN,37.790458226211,-122.420583550915,"(37.79045823, -122.42058355)",Mobile/Open311,,3,105,4,3,21,10,13,6,28858,9,21,21,,105,,3,,,,,10,,1,,,,,105
17551491,11/14/2023 12:43:00 PM,11/15/2023 12:13:08 PM,11/15/2023 12:13:08 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,Intersection of FELL ST and SHRADER ST,FELL ST,5,Panhandle,PARK,37.772173220934,-122.452367519346,"(37.77217322, -122.45236752)",Mobile/Open311,,5,24,7,11,12,11,15,8,29492,5,8,8,,24,,11,,,,,,,1,,,,,24
17551489,11/14/2023 12:43:00 PM,11/15/2023 08:15:00 AM,11/15/2023 08:15:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"185 WASHINGTON ST, SAN FRANCISCO, CA, 94111",WASHINGTON ST,3,Financial District,CENTRAL,37.79575901106,-122.398046773333,"(37.79575901, -122.39804677)",Mobile/Open311,,3,108,6,3,8,10,3,1,28860,1,6,6,,108,,3,,,,,,,1,,,,,108
17551488,11/14/2023 12:42:00 PM,,11/14/2023 01:01:03 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Offensive,"2075 OAK ST, SAN FRANCISCO, CA, 94117",OAK ST,5,Haight Ashbury,PARK,37.771071666667,-122.453628333333,"(37.77107167, -122.45362833)",Mobile/Open311,,5,24,7,11,12,11,15,8,29492,5,8,8,22,24,,11,24,,,25,,,1,,,,,24
17551487,11/14/2023 12:42:00 PM,11/16/2023 09:59:00 AM,11/16/2023 09:59:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of COLUMBUS AVE and TAYLOR ST,COLUMBUS AVE,3,Russian Hill,CENTRAL,0,0,"(0.0, 0.0)",Phone,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17551483,11/14/2023 12:42:00 PM,11/15/2023 06:05:36 AM,11/15/2023 06:05:36 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"2351 FILBERT ST, SAN FRANCISCO, CA, 94123",FILBERT ST,2,Cow Hollow,NORTHERN,37.797645821252,-122.438244606493,"(37.79764582, -122.43824461)",Mobile/Open311,,2,14,4,6,13,1,13,6,57,9,17,17,,14,,6,,,,,,,1,,,,,14
17551481,11/14/2023 12:41:00 PM,11/16/2023 12:04:00 PM,11/16/2023 12:04:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"634 TARAVAL ST, SAN FRANCISCO, CA, 94116",TARAVAL ST,7,Golden Gate Heights,TARAVAL,37.7433744,-122.4731797,"(37.7433744, -122.4731797)",Web,,7,44,10,8,41,4,1,5,29491,8,40,40,,44,,8,,,,,,,1,,,,,44
17551474,11/14/2023 12:39:00 PM,11/15/2023 07:34:00 AM,11/15/2023 07:34:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"81 FRANK NORRIS ST, SAN FRANCISCO, CA, 94109",FRANK NORRIS ST,3,Lower Nob Hill,NORTHERN,37.789153757291,-122.420147304636,"(37.78915376, -122.4201473)",Mobile/Open311,,3,50,4,3,21,10,13,6,28858,9,21,21,,50,,3,,,,,10,,1,,,,,50
17551473,11/14/2023 12:39:00 PM,11/22/2023 09:53:40 AM,11/22/2023 09:53:40 AM,Closed,"Case Resolved - Hi, thanks for your 311! Either your issue was resolved or a work order was issues to fix the issue. Thanks for keeping your eyes out!",RPD GGP Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,"580 STANYAN ST, SAN FRANCISCO, CA, 94117",STANYAN ST,5,Panhandle,PARK,37.771325,-122.453811666667,"(37.771325, -122.45381167)",Mobile/Open311,,5,24,7,11,12,11,15,8,29492,5,8,8,,24,,11,,,,,,,1,,,,,24
17551472,11/14/2023 12:39:00 PM,11/14/2023 01:00:50 PM,11/14/2023 01:00:50 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of TARAVAL ST and 15TH AVE,TARAVAL ST,7,Golden Gate Heights,TARAVAL,37.7432473,-122.4713794,"(37.7432473, -122.4713794)",Web,,7,44,10,8,41,4,1,5,29491,8,40,40,,44,,8,,,,,,,1,,,,,44
